s3BucketName,date,spaceUsed
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-03-09,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-03-09,86076714
coolify-raspi5-02,2026-03-09,0
coolify-scraper-backup,2026-03-09,6505591
docker-volume-backup-coolify-6,2026-03-09,4513145847
docker-volume-backup-open-webui-raspi2,2026-03-09,3404287638
docker-volume-backup-owncloud-raspi2,2026-03-09,1113782128
docker-volume-backup-paperless-raspi2,2026-03-09,60517924
nextcloud.xtra.tools,2026-03-09,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-03-09,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-03-09,1002551
schminkel-chatbot-files,2026-03-09,30904152
schminkel-comfyui,2026-03-09,23213253
schminkel-coolify-116.203.89.76,2026-03-09,0
schminkel-coolify-5.75.142.123,2026-03-09,21259489
schminkel-coolify-91.99.8.91,2026-03-09,43791301
schminkel-coolify-94.130.56.167,2026-03-09,304330503
schminkel-de,2026-03-09,2124127517
schminkel-de-2026,2026-03-09,12151665
schminkel-de-backups,2026-03-09,4669335505
schminkel-digital,2026-03-09,19412748
schminkel-dynamodb-exports,2026-03-09,5116
schminkel-email,2026-03-09,504263
schminkel-email-plaintext,2026-03-09,29155
schminkel-email-thorsten-schminkel-digital,2026-03-09,654017
schminkel-ente,2026-03-09,2935693957
schminkel-favicon-bucket,2026-03-09,294839
schminkel-lambda-layer,2026-03-09,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-03-09,1208758227
schminkel-payload-3.0,2026-03-09,62745372
schminkel-payload-demo-3.0,2026-03-09,0
schminkel-payload-digital,2026-03-09,42663578
schminkel-payload-financials,2026-03-09,2764837
schminkel-payload-financials-dev,2026-03-09,2758654
schminkel-payload-financials-local,2026-03-09,2778017
schminkel-payload-lightgallery,2026-03-09,405906771
schminkel-payload-lightgallery-dev,2026-03-09,482610112
schminkel-photo-gallery,2026-03-09,119778256
schminkel-photo-net,2026-03-09,80255909
schminkel-photos,2026-03-09,1766315955
schminkel-public,2026-03-09,2005363
schminkel-test-lambda-bucket,2026-03-09,43293554
schminkel-transcribe-audio-input-bucket,2026-03-09,15690254
schminkel-transcribe-audio-output-bucket,2026-03-09,178578
schminkel-transcription,2026-03-09,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-03-09,1023336
all,2026-03-09,23700194499
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-03-10,19983504
capgemini-s3,2026-03-10,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-03-10,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-03-10,86076714
coolify-raspi5-02,2026-03-10,0
coolify-scraper-backup,2026-03-10,6505591
docker-volume-backup-coolify-6,2026-03-10,4515379235
docker-volume-backup-open-webui-raspi2,2026-03-10,3404287634
docker-volume-backup-owncloud-raspi2,2026-03-10,1086303148
docker-volume-backup-paperless-raspi2,2026-03-10,56052283
nextcloud.xtra.tools,2026-03-10,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-03-10,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-03-10,1002551
schminkel-chatbot-files,2026-03-10,30904152
schminkel-comfyui,2026-03-10,23213253
schminkel-coolify-116.203.89.76,2026-03-10,0
schminkel-coolify-5.75.142.123,2026-03-10,21259489
schminkel-coolify-91.99.8.91,2026-03-10,43846563
schminkel-coolify-94.130.56.167,2026-03-10,304330503
schminkel-de,2026-03-10,2124127517
schminkel-de-2026,2026-03-10,12151665
schminkel-de-backups,2026-03-10,4669335505
schminkel-digital,2026-03-10,19412748
schminkel-dynamodb-exports,2026-03-10,5116
schminkel-email,2026-03-10,504263
schminkel-email-plaintext,2026-03-10,29155
schminkel-email-thorsten-schminkel-digital,2026-03-10,654017
schminkel-ente,2026-03-10,2935693957
schminkel-favicon-bucket,2026-03-10,294839
schminkel-lambda-layer,2026-03-10,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-03-10,1208758227
schminkel-payload-3.0,2026-03-10,62745372
schminkel-payload-demo-3.0,2026-03-10,0
schminkel-payload-digital,2026-03-10,42663578
schminkel-payload-financials,2026-03-10,2764837
schminkel-payload-financials-dev,2026-03-10,2758654
schminkel-payload-financials-local,2026-03-10,2778017
schminkel-payload-lightgallery,2026-03-10,405906771
schminkel-payload-lightgallery-dev,2026-03-10,482610112
schminkel-photo-gallery,2026-03-10,119778256
schminkel-photo-net,2026-03-10,80255909
schminkel-photos,2026-03-10,1766315955
schminkel-public,2026-03-10,2005363
schminkel-test-lambda-bucket,2026-03-10,43293554
schminkel-transcribe-audio-input-bucket,2026-03-10,15690254
schminkel-transcribe-audio-output-bucket,2026-03-10,178578
schminkel-transcription,2026-03-10,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-03-10,1023336
all,2026-03-10,23670538524
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-03-11,19983504
capgemini-s3,2026-03-11,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-03-11,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-03-11,86076714
coolify-raspi5-02,2026-03-11,0
coolify-scraper-backup,2026-03-11,6505591
docker-volume-backup-coolify-6,2026-03-11,4516231832
docker-volume-backup-open-webui-raspi2,2026-03-11,3404287633
docker-volume-backup-owncloud-raspi2,2026-03-11,1086308879
docker-volume-backup-paperless-raspi2,2026-03-11,56052289
nextcloud.xtra.tools,2026-03-11,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-03-11,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-03-11,1002551
schminkel-chatbot-files,2026-03-11,30904152
schminkel-comfyui,2026-03-11,23213253
schminkel-coolify-116.203.89.76,2026-03-11,0
schminkel-coolify-5.75.142.123,2026-03-11,21259489
schminkel-coolify-91.99.8.91,2026-03-11,43908187
schminkel-coolify-94.130.56.167,2026-03-11,304330503
schminkel-de,2026-03-11,2124127517
schminkel-de-2026,2026-03-11,12151665
schminkel-de-backups,2026-03-11,4669335505
schminkel-digital,2026-03-11,19412748
schminkel-dynamodb-exports,2026-03-11,5116
schminkel-email,2026-03-11,504263
schminkel-email-plaintext,2026-03-11,29155
schminkel-email-thorsten-schminkel-digital,2026-03-11,654017
schminkel-ente,2026-03-11,2935693957
schminkel-favicon-bucket,2026-03-11,294839
schminkel-lambda-layer,2026-03-11,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-03-11,1208758227
schminkel-payload-3.0,2026-03-11,62745372
schminkel-payload-demo-3.0,2026-03-11,0
schminkel-payload-digital,2026-03-11,42663578
schminkel-payload-financials,2026-03-11,2764837
schminkel-payload-financials-dev,2026-03-11,2758654
schminkel-payload-financials-local,2026-03-11,2778017
schminkel-payload-lightgallery,2026-03-11,405906771
schminkel-payload-lightgallery-dev,2026-03-11,482610112
schminkel-photo-gallery,2026-03-11,119778256
schminkel-photo-net,2026-03-11,80255909
schminkel-photos,2026-03-11,1766315955
schminkel-public,2026-03-11,2005363
schminkel-test-lambda-bucket,2026-03-11,43293554
schminkel-transcribe-audio-input-bucket,2026-03-11,15690254
schminkel-transcribe-audio-output-bucket,2026-03-11,178578
schminkel-transcription,2026-03-11,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-03-11,1023336
all,2026-03-11,23671458481
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-03-12,19983504
capgemini-s3,2026-03-12,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-03-12,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-03-12,86076714
coolify-raspi5-02,2026-03-12,0
coolify-scraper-backup,2026-03-12,6505591
docker-volume-backup-coolify-6,2026-03-12,4513210914
docker-volume-backup-open-webui-raspi2,2026-03-12,3404287630
docker-volume-backup-owncloud-raspi2,2026-03-12,1086373539
docker-volume-backup-paperless-raspi2,2026-03-12,56052291
nextcloud.xtra.tools,2026-03-12,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-03-12,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-03-12,1002551
schminkel-chatbot-files,2026-03-12,30904152
schminkel-comfyui,2026-03-12,23213253
schminkel-coolify-116.203.89.76,2026-03-12,0
schminkel-coolify-5.75.142.123,2026-03-12,21259489
schminkel-coolify-91.99.8.91,2026-03-12,44422376
schminkel-coolify-94.130.56.167,2026-03-12,304330503
schminkel-de,2026-03-12,2124127517
schminkel-de-2026,2026-03-12,12151665
schminkel-de-backups,2026-03-12,4669335505
schminkel-digital,2026-03-12,19412748
schminkel-dynamodb-exports,2026-03-12,5116
schminkel-email,2026-03-12,504263
schminkel-email-plaintext,2026-03-12,29155
schminkel-email-thorsten-schminkel-digital,2026-03-12,654017
schminkel-ente,2026-03-12,2935693957
schminkel-favicon-bucket,2026-03-12,294839
schminkel-lambda-layer,2026-03-12,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-03-12,1208758227
schminkel-payload-3.0,2026-03-12,62745372
schminkel-payload-demo-3.0,2026-03-12,0
schminkel-payload-digital,2026-03-12,42663578
schminkel-payload-financials,2026-03-12,2764837
schminkel-payload-financials-dev,2026-03-12,2758654
schminkel-payload-financials-local,2026-03-12,2778017
schminkel-payload-lightgallery,2026-03-12,405906771
schminkel-payload-lightgallery-dev,2026-03-12,482610112
schminkel-photo-gallery,2026-03-12,119778256
schminkel-photo-net,2026-03-12,80255909
schminkel-photos,2026-03-12,1766315955
schminkel-public,2026-03-12,2005363
schminkel-test-lambda-bucket,2026-03-12,43293554
schminkel-transcribe-audio-input-bucket,2026-03-12,15690254
schminkel-transcribe-audio-output-bucket,2026-03-12,178578
schminkel-transcription,2026-03-12,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-03-12,1023336
all,2026-03-12,23669016411
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-03-13,19983504
capgemini-s3,2026-03-13,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-03-13,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-03-13,86076714
coolify-raspi5-02,2026-03-13,0
coolify-scraper-backup,2026-03-13,6505591
docker-volume-backup-coolify-6,2026-03-13,4521945506
docker-volume-backup-open-webui-raspi2,2026-03-13,3404287630
docker-volume-backup-owncloud-raspi2,2026-03-13,1113852514
docker-volume-backup-paperless-raspi2,2026-03-13,60517930
nextcloud.xtra.tools,2026-03-13,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-03-13,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-03-13,1002551
schminkel-chatbot-files,2026-03-13,30904152
schminkel-comfyui,2026-03-13,23213253
schminkel-coolify-116.203.89.76,2026-03-13,0
schminkel-coolify-5.75.142.123,2026-03-13,21259489
schminkel-coolify-91.99.8.91,2026-03-13,45472198
schminkel-coolify-94.130.56.167,2026-03-13,304330503
schminkel-de,2026-03-13,2124127517
schminkel-de-2026,2026-03-13,12151665
schminkel-de-backups,2026-03-13,4669335505
schminkel-digital,2026-03-13,19412748
schminkel-dynamodb-exports,2026-03-13,5116
schminkel-email,2026-03-13,504263
schminkel-email-plaintext,2026-03-13,29155
schminkel-email-thorsten-schminkel-digital,2026-03-13,654017
schminkel-ente,2026-03-13,2935693957
schminkel-favicon-bucket,2026-03-13,294839
schminkel-lambda-layer,2026-03-13,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-03-13,1208758227
schminkel-payload-3.0,2026-03-13,62745372
schminkel-payload-demo-3.0,2026-03-13,0
schminkel-payload-digital,2026-03-13,42663578
schminkel-payload-financials,2026-03-13,2764837
schminkel-payload-financials-dev,2026-03-13,2758654
schminkel-payload-financials-local,2026-03-13,2778017
schminkel-payload-lightgallery,2026-03-13,405906771
schminkel-payload-lightgallery-dev,2026-03-13,482610112
schminkel-photo-gallery,2026-03-13,119778256
schminkel-photo-net,2026-03-13,80255909
schminkel-photos,2026-03-13,1766315955
schminkel-public,2026-03-13,2005363
schminkel-test-lambda-bucket,2026-03-13,43293554
schminkel-transcribe-audio-input-bucket,2026-03-13,15690254
schminkel-transcribe-audio-output-bucket,2026-03-13,178578
schminkel-transcription,2026-03-13,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-03-13,1023336
all,2026-03-13,23710745439
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-03-14,19983504
capgemini-s3,2026-03-14,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-03-14,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-03-14,86076714
coolify-raspi5-02,2026-03-14,0
coolify-scraper-backup,2026-03-14,6505591
docker-volume-backup-coolify-6,2026-03-14,4530102564
docker-volume-backup-open-webui-raspi2,2026-03-14,3404287628
docker-volume-backup-owncloud-raspi2,2026-03-14,1113852515
docker-volume-backup-paperless-raspi2,2026-03-14,60517935
nextcloud.xtra.tools,2026-03-14,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-03-14,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-03-14,1002551
schminkel-chatbot-files,2026-03-14,30904152
schminkel-comfyui,2026-03-14,23213253
schminkel-coolify-116.203.89.76,2026-03-14,0
schminkel-coolify-5.75.142.123,2026-03-14,21259489
schminkel-coolify-91.99.8.91,2026-03-14,46268438
schminkel-coolify-94.130.56.167,2026-03-14,304330503
schminkel-de,2026-03-14,2124127517
schminkel-de-2026,2026-03-14,12151665
schminkel-de-backups,2026-03-14,4669335505
schminkel-digital,2026-03-14,19412748
schminkel-dynamodb-exports,2026-03-14,5116
schminkel-email,2026-03-14,504263
schminkel-email-plaintext,2026-03-14,29155
schminkel-email-thorsten-schminkel-digital,2026-03-14,654017
schminkel-ente,2026-03-14,2935693957
schminkel-favicon-bucket,2026-03-14,294839
schminkel-lambda-layer,2026-03-14,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-03-14,1208758227
schminkel-payload-3.0,2026-03-14,62745372
schminkel-payload-demo-3.0,2026-03-14,0
schminkel-payload-digital,2026-03-14,42663578
schminkel-payload-financials,2026-03-14,2764837
schminkel-payload-financials-dev,2026-03-14,2758654
schminkel-payload-financials-local,2026-03-14,2778017
schminkel-payload-lightgallery,2026-03-14,405906771
schminkel-payload-lightgallery-dev,2026-03-14,482610112
schminkel-photo-gallery,2026-03-14,119778256
schminkel-photo-net,2026-03-14,80255909
schminkel-photos,2026-03-14,1766315955
schminkel-public,2026-03-14,2005363
schminkel-test-lambda-bucket,2026-03-14,43293554
schminkel-transcribe-audio-input-bucket,2026-03-14,15690254
schminkel-transcribe-audio-output-bucket,2026-03-14,178578
schminkel-transcription,2026-03-14,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-03-14,1023336
all,2026-03-14,23719698741
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-03-15,19983504
capgemini-s3,2026-03-15,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-03-15,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-03-15,86076714
coolify-raspi5-02,2026-03-15,0
coolify-scraper-backup,2026-03-15,6505591
docker-volume-backup-coolify-6,2026-03-15,4538810429
docker-volume-backup-open-webui-raspi2,2026-03-15,3404287626
docker-volume-backup-owncloud-raspi2,2026-03-15,770117712
docker-volume-backup-paperless-raspi2,2026-03-15,60517539
nextcloud.xtra.tools,2026-03-15,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-03-15,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-03-15,1002551
schminkel-chatbot-files,2026-03-15,30904152
schminkel-comfyui,2026-03-15,23213253
schminkel-coolify-116.203.89.76,2026-03-15,0
schminkel-coolify-5.75.142.123,2026-03-15,21259489
schminkel-coolify-91.99.8.91,2026-03-15,47246197
schminkel-coolify-94.130.56.167,2026-03-15,304330503
schminkel-de,2026-03-15,2124127517
schminkel-de-2026,2026-03-15,12151665
schminkel-de-backups,2026-03-15,4669335505
schminkel-digital,2026-03-15,19412748
schminkel-dynamodb-exports,2026-03-15,5116
schminkel-email,2026-03-15,504263
schminkel-email-plaintext,2026-03-15,29155
schminkel-email-thorsten-schminkel-digital,2026-03-15,654017
schminkel-ente,2026-03-15,2935693957
schminkel-favicon-bucket,2026-03-15,294839
schminkel-lambda-layer,2026-03-15,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-03-15,1208758227
schminkel-payload-3.0,2026-03-15,62745372
schminkel-payload-demo-3.0,2026-03-15,0
schminkel-payload-digital,2026-03-15,42663578
schminkel-payload-financials,2026-03-15,2764837
schminkel-payload-financials-dev,2026-03-15,2758654
schminkel-payload-financials-local,2026-03-15,2778017
schminkel-payload-lightgallery,2026-03-15,405906771
schminkel-payload-lightgallery-dev,2026-03-15,482610112
schminkel-photo-gallery,2026-03-15,119778256
schminkel-photo-net,2026-03-15,80255909
schminkel-photos,2026-03-15,1766315955
schminkel-public,2026-03-15,2005363
schminkel-test-lambda-bucket,2026-03-15,43293554
schminkel-transcribe-audio-input-bucket,2026-03-15,15690254
schminkel-transcribe-audio-output-bucket,2026-03-15,178578
schminkel-transcription,2026-03-15,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-03-15,1023336
all,2026-03-15,23385649164
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-03-16,19983504
capgemini-s3,2026-03-16,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-03-16,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-03-16,86076714
coolify-raspi5-02,2026-03-16,0
coolify-scraper-backup,2026-03-16,6505591
docker-volume-backup-coolify-6,2026-03-16,4546206969
docker-volume-backup-open-webui-raspi2,2026-03-16,3404287625
docker-volume-backup-owncloud-raspi2,2026-03-16,770053064
docker-volume-backup-paperless-raspi2,2026-03-16,60517540
nextcloud.xtra.tools,2026-03-16,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-03-16,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-03-16,1002551
schminkel-chatbot-files,2026-03-16,30904152
schminkel-comfyui,2026-03-16,23213253
schminkel-coolify-116.203.89.76,2026-03-16,0
schminkel-coolify-5.75.142.123,2026-03-16,21259489
schminkel-coolify-91.99.8.91,2026-03-16,48005194
schminkel-coolify-94.130.56.167,2026-03-16,304330503
schminkel-de,2026-03-16,2133467807
schminkel-de-2026,2026-03-16,12151665
schminkel-de-backups,2026-03-16,4669335505
schminkel-digital,2026-03-16,19412748
schminkel-dynamodb-exports,2026-03-16,5116
schminkel-email,2026-03-16,504263
schminkel-email-plaintext,2026-03-16,29155
schminkel-email-thorsten-schminkel-digital,2026-03-16,654017
schminkel-ente,2026-03-16,2935693957
schminkel-favicon-bucket,2026-03-16,294839
schminkel-lambda-layer,2026-03-16,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-03-16,1208758227
schminkel-payload-3.0,2026-03-16,62745372
schminkel-payload-demo-3.0,2026-03-16,0
schminkel-payload-digital,2026-03-16,42663578
schminkel-payload-financials,2026-03-16,2764837
schminkel-payload-financials-dev,2026-03-16,2758654
schminkel-payload-financials-local,2026-03-16,2778017
schminkel-payload-lightgallery,2026-03-16,405906771
schminkel-payload-lightgallery-dev,2026-03-16,482610112
schminkel-photo-gallery,2026-03-16,119778256
schminkel-photo-net,2026-03-16,80255909
schminkel-photos,2026-03-16,1766315955
schminkel-public,2026-03-16,2005363
schminkel-test-lambda-bucket,2026-03-16,43293554
schminkel-transcribe-audio-input-bucket,2026-03-16,15690254
schminkel-transcribe-audio-output-bucket,2026-03-16,178578
schminkel-transcription,2026-03-16,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-03-16,1023336
all,2026-03-16,23403080343
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-03-17,19983504
capgemini-s3,2026-03-17,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-03-17,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-03-17,86076714
coolify-raspi5-02,2026-03-17,0
coolify-scraper-backup,2026-03-17,6505591
docker-volume-backup-coolify-6,2026-03-17,4558646100
docker-volume-backup-open-webui-raspi2,2026-03-17,3404287625
docker-volume-backup-owncloud-raspi2,2026-03-17,770053073
docker-volume-backup-paperless-raspi2,2026-03-17,56051896
nextcloud.xtra.tools,2026-03-17,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-03-17,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-03-17,1002551
schminkel-chatbot-files,2026-03-17,30904152
schminkel-comfyui,2026-03-17,23213253
schminkel-coolify-116.203.89.76,2026-03-17,0
schminkel-coolify-5.75.142.123,2026-03-17,21259489
schminkel-coolify-91.99.8.91,2026-03-17,48657334
schminkel-coolify-94.130.56.167,2026-03-17,304330503
schminkel-de,2026-03-17,2133472614
schminkel-de-2026,2026-03-17,12151665
schminkel-de-backups,2026-03-17,4669335505
schminkel-digital,2026-03-17,19412748
schminkel-dynamodb-exports,2026-03-17,5116
schminkel-email,2026-03-17,504263
schminkel-email-plaintext,2026-03-17,29155
schminkel-email-thorsten-schminkel-digital,2026-03-17,654017
schminkel-ente,2026-03-17,2935693957
schminkel-favicon-bucket,2026-03-17,294839
schminkel-lambda-layer,2026-03-17,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-03-17,1208758227
schminkel-payload-3.0,2026-03-17,62745372
schminkel-payload-demo-3.0,2026-03-17,0
schminkel-payload-digital,2026-03-17,42663578
schminkel-payload-financials,2026-03-17,2764837
schminkel-payload-financials-dev,2026-03-17,2758654
schminkel-payload-financials-local,2026-03-17,2778017
schminkel-payload-lightgallery,2026-03-17,405906771
schminkel-payload-lightgallery-dev,2026-03-17,482610112
schminkel-photo-gallery,2026-03-17,119778256
schminkel-photo-net,2026-03-17,80255909
schminkel-photos,2026-03-17,1766315955
schminkel-public,2026-03-17,2005363
schminkel-test-lambda-bucket,2026-03-17,43293554
schminkel-transcribe-audio-input-bucket,2026-03-17,15690254
schminkel-transcribe-audio-output-bucket,2026-03-17,178578
schminkel-transcription,2026-03-17,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-03-17,1023336
all,2026-03-17,23411710786
aws-sam-cli-managed-default-samclisourcebucket-4y22qhnbm8zx,2026-03-18,19983504
capgemini-s3,2026-03-18,2183813
cdk-hnb659fds-assets-185822987739-eu-central-1,2026-03-18,36278837
cdk-hnb659fds-assets-185822987739-us-east-1,2026-03-18,86076714
coolify-raspi5-02,2026-03-18,0
coolify-scraper-backup,2026-03-18,6505591
docker-volume-backup-coolify-6,2026-03-18,4572102628
docker-volume-backup-open-webui-raspi2,2026-03-18,3404287625
docker-volume-backup-owncloud-raspi2,2026-03-18,1113852526
docker-volume-backup-paperless-raspi2,2026-03-18,56052294
nextcloud.xtra.tools,2026-03-18,0
prod-nextjs-13-plain-site-sites3bucket2b2851f3-8ys8onxlbw8e,2026-03-18,1100999
prod-nextjs-aws-sst-starter-sites3bucket2b2851f3-io3hik7bjwar,2026-03-18,1002551
schminkel-chatbot-files,2026-03-18,30904152
schminkel-comfyui,2026-03-18,23213253
schminkel-coolify-116.203.89.76,2026-03-18,0
schminkel-coolify-5.75.142.123,2026-03-18,21259489
schminkel-coolify-91.99.8.91,2026-03-18,47327323
schminkel-coolify-94.130.56.167,2026-03-18,304330503
schminkel-de,2026-03-18,2133483045
schminkel-de-2026,2026-03-18,12151665
schminkel-de-backups,2026-03-18,4669335505
schminkel-digital,2026-03-18,19412748
schminkel-dynamodb-exports,2026-03-18,5116
schminkel-email,2026-03-18,504263
schminkel-email-plaintext,2026-03-18,29155
schminkel-email-thorsten-schminkel-digital,2026-03-18,654017
schminkel-ente,2026-03-18,2935693957
schminkel-favicon-bucket,2026-03-18,294839
schminkel-lambda-layer,2026-03-18,25113007
schminkel-large-files-569d920a-b271-4e2c-8302-84c28b6c08a7,2026-03-18,1208758227
schminkel-payload-3.0,2026-03-18,62745372
schminkel-payload-demo-3.0,2026-03-18,0
schminkel-payload-digital,2026-03-18,42663578
schminkel-payload-financials,2026-03-18,2764837
schminkel-payload-financials-dev,2026-03-18,2758654
schminkel-payload-financials-local,2026-03-18,2778017
schminkel-payload-lightgallery,2026-03-18,405906771
schminkel-payload-lightgallery-dev,2026-03-18,482610112
schminkel-photo-gallery,2026-03-18,119778256
schminkel-photo-net,2026-03-18,80255909
schminkel-photos,2026-03-18,1766315955
schminkel-public,2026-03-18,2005363
schminkel-test-lambda-bucket,2026-03-18,43293554
schminkel-transcribe-audio-input-bucket,2026-03-18,15690254
schminkel-transcribe-audio-output-bucket,2026-03-18,178578
schminkel-transcription,2026-03-18,4981693
tschminkel-my-nextjs-sst-app-sites3bucket2b2851f3-fpkhlm3c1jp5,2026-03-18,1023336
all,2026-03-18,23767647585
